movieId,title,genres,imdbId,tmdbId,summary,score,cast,director,stars,popularity_score,num_critic_reviews,num_user_reviews
3247,Sister Act (1992),Comedy|Crime,105417,2005.0,"Sister Act: Directed by Emile Ardolino. With Whoopi Goldberg, Maggie Smith, Harvey Keitel, Bill Nunn. When a nightclub singer is forced to take refuge from the mob in a convent, she ends up turning the convent choir into a soulful chorus complete with a Motown repertoire, until the sudden celebrity of the choir jeopardizes her identity.",6.5,Whoopi Goldberg|Maggie Smith|Harvey Keitel,Emile Ardolino,Whoopi Goldberg|Maggie Smith|Harvey Keitel,,37.0,155.0
3248,Sister Act 2: Back in the Habit (1993),Comedy,108147,6279.0,"Sister Act 2: Back in the Habit: Directed by Bill Duke. With Whoopi Goldberg, Kathy Najimy, Barnard Hughes, Mary Wickes. Showgirl Deloris Van Cartier returns as Sister Mary Clarence to teach music to a group of Catholic students whose run-down school is slated for closure.",5.6,James Orr|Jim Cruickshank|Judi Ann Mason,Bill Duke,Whoopi Goldberg|Kathy Najimy|Maggie Smith,,24.0,112.0
3249,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller,104389,11087.0,"The Hand that Rocks the Cradle: Directed by Curtis Hanson. With Annabella Sciorra, Rebecca De Mornay, Matt McCoy, Ernie Hudson. After her humiliated husband kills himself, an embittered pregnant widow loses her child, and embarks on a mission of vengeance against a woman and her family.",6.7,Annabella Sciorra|Rebecca De Mornay|Matt McCoy,Curtis Hanson,Annabella Sciorra|Rebecca De Mornay|Matt McCoy,,45.0,156.0
3250,Alive (1993),Drama,106246,7305.0,"Alive: Directed by Frank Marshall. With Ethan Hawke, Vincent Spano, Josh Hamilton, Bruce Ramsay. After crash-landing in the snowswept Andes, a Uruguayan rugby team has no choice but to turn to desperate measures in order to survive.",7.1,Ethan Hawke|Vincent Spano|Josh Hamilton,Frank Marshall,Ethan Hawke|Vincent Spano|Josh Hamilton,,46.0,147.0
3251,Agnes of God (1985),Drama|Mystery,88683,24735.0,"Agnes of God: Directed by Norman Jewison. With Jane Fonda, Anne Bancroft, Meg Tilly, Anne Pitoniak. When a naive novice nun is discovered with a dead newborn in her convent quarters, a court-appointed psychiatrist investigates her case.",6.6,Jane Fonda|Anne Bancroft|Meg Tilly,Norman Jewison,Jane Fonda|Anne Bancroft|Meg Tilly,,29.0,56.0
3252,Scent of a Woman (1992),Drama,105323,9475.0,"Scent of a Woman: Directed by Martin Brest. With Al Pacino, Chris O'Donnell, James Rebhorn, Gabrielle Anwar. A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.",8.0,Giovanni Arpino|Bo Goldman|Ruggero Maccari,Martin Brest,Al Pacino|Chris O'Donnell|James Rebhorn,926.0,63.0,505.0
3253,Wayne's World (1992),Comedy,105793,8872.0,"Wayne's World: Directed by Penelope Spheeris. With Mike Myers, Dana Carvey, Rob Lowe, Tia Carrere. Two slacker friends try to promote their public-access cable show.",7.0,Mike Myers|Dana Carvey|Rob Lowe,Penelope Spheeris,Mike Myers|Dana Carvey|Rob Lowe,,81.0,225.0
3254,Wayne's World 2 (1993),Comedy,108525,8873.0,"Wayne's World 2: Directed by Stephen Surjik. With Mike Myers, Dana Carvey, Christopher Walken, Tia Carrere. The inseparable duo try to organize a rock concert while Wayne must fend off a record producer who has an eye for his girlfriend.",6.2,Mike Myers|Dana Carvey|Christopher Walken,Stephen Surjik,Mike Myers|Dana Carvey|Christopher Walken,,44.0,104.0
3255,"League of Their Own, A (1992)",Comedy|Drama,104694,11287.0,"A League of Their Own: Directed by Penny Marshall. With Tom Hanks, Geena Davis, Lori Petty, Madonna. Two sisters join the first female professional baseball league and struggle to help it succeed amid their own growing rivalry.",7.3,Kim Wilson|Kelly Candaele|Lowell Ganz,Penny Marshall,Tom Hanks|Geena Davis|Lori Petty,138.0,75.0,274.0
3256,Patriot Games (1992),Action|Crime|Drama|Thriller,105112,9869.0,"Patriot Games: Directed by Phillip Noyce. With Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean. When CIA analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets him and his family for revenge.",6.8,Harrison Ford|Sean Bean|Anne Archer,Phillip Noyce,Harrison Ford|Sean Bean|Anne Archer,,68.0,182.0
3257,"Bodyguard, The (1992)",Drama|Romance|Thriller,103855,619.0,"Bodyguard: Directed by Mick Jackson. With Kevin Costner, Whitney Houston, Gary Kemp, Bill Cobbs. A former Secret Service agent takes on the job of bodyguard to an R&B singer, whose lifestyle is most unlike a President's.",6.3,Kevin Costner|Whitney Houston|Gary Kemp,Mick Jackson,Kevin Costner|Whitney Houston|Gary Kemp,,61.0,209.0
3258,Death Becomes Her (1992),Comedy|Fantasy,104070,9374.0,"Death Becomes Her: Directed by Robert Zemeckis. With Meryl Streep, Bruce Willis, Goldie Hawn, Isabella Rossellini. When a fading actress learns of an immortality treatment, she sees it as a way to outdo her long-time rival.",6.6,Meryl Streep|Bruce Willis|Goldie Hawn,Robert Zemeckis,Meryl Streep|Bruce Willis|Goldie Hawn,,94.0,254.0
3259,Far and Away (1992),Adventure|Drama|Romance,104231,11259.0,"Far and Away: Directed by Ron Howard. With Tom Cruise, Nicole Kidman, Thomas Gibson, Robert Prosky. A young Irish couple flee to the States, but subsequently struggle to obtain land and prosper freely.",6.6,Tom Cruise|Nicole Kidman|Thomas Gibson,Ron Howard,Tom Cruise|Nicole Kidman|Thomas Gibson,,40.0,154.0
3260,Howards End (1992),Drama,104454,8293.0,"Howards End: Directed by James Ivory. With Vanessa Redgrave, Helena Bonham Carter, Joseph Bennett, Emma Thompson. A businessman thwarts his wife's bequest of an estate to another woman.",7.4,Anthony Hopkins|Emma Thompson|Vanessa Redgrave,James Ivory,Anthony Hopkins|Emma Thompson|Vanessa Redgrave,,61.0,122.0
3261,Singles (1992),Comedy|Drama|Romance,105415,11068.0,"Singles: Directed by Cameron Crowe. With Bridget Fonda, Campbell Scott, Kyra Sedgwick, Sheila Kelley. A group of twenty-something friends search for love and success in grunge-era Seattle.",6.7,Bridget Fonda|Campbell Scott|Kyra Sedgwick,Cameron Crowe,Bridget Fonda|Campbell Scott|Kyra Sedgwick,,44.0,104.0
3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,105665,1923.0,"Twin Peaks: Fire Walk with Me: Directed by David Lynch. With Sheryl Lee, Ray Wise, Mädchen Amick, Dana Ashbrook. Laura Palmer's harrowing final days are chronicled one year after the murder of Teresa Banks, a resident of Twin Peaks' neighboring town.",7.2,Sheryl Lee|Ray Wise|Mädchen Amick,David Lynch,Sheryl Lee|Ray Wise|Mädchen Amick,,135.0,314.0
3263,White Men Can't Jump (1992),Comedy|Drama,105812,10158.0,"White Men Can't Jump: Directed by Ron Shelton. With Wesley Snipes, Woody Harrelson, Rosie Perez, Tyra Ferrell. Black and white basketball hustlers join forces to double their chances of winning money on the street courts and in a basketball tournament.",6.8,Wesley Snipes|Woody Harrelson|Rosie Perez,Ron Shelton,Wesley Snipes|Woody Harrelson|Rosie Perez,763.0,46.0,111.0
3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,103893,10206.0,"Buffy the Vampire Slayer: Directed by Fran Rubel Kuzui. With Kristy Swanson, Donald Sutherland, Paul Reubens, Rutger Hauer. Flighty teenage girl Buffy Summers learns that she is her generation's destined battler of vampires.",5.7,Kristy Swanson|Donald Sutherland|Paul Reubens,Fran Rubel Kuzui,Kristy Swanson|Donald Sutherland|Paul Reubens,,81.0,278.0
3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,104684,11782.0,"Hard Boiled: Directed by John Woo. With Chow Yun-Fat, Tony Leung Chiu-wai, Teresa Mo, Philip Chan. A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.",7.7,Chow Yun-Fat|Tony Leung Chiu-wai|Teresa Mo,John Woo,Chow Yun-Fat|Tony Leung Chiu-wai|Teresa Mo,,107.0,294.0
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,103905,10086.0,"C'est arrivé près de chez vous: Directed by Rémy Belvaux, André Bonzel, Benoît Poelvoorde. With Benoît Poelvoorde, Jacqueline Poelvoorde-Pappaert, Nelly Pappaert, Hector Pappaert. A film crew follows a ruthless thief and heartless killer as he goes about his daily routine. But complications set in when the film crew lose their objectivity and begin lending a hand.",7.4,Rémy Belvaux|André Bonzel|Benoît Poelvoorde,Rémy Belvaux,Benoît Poelvoorde|Jacqueline Poelvoorde-Pappaert|Nelly Pappaert,,91.0,249.0
3267,"Mariachi, El (1992)",Action|Crime|Thriller|Western,104815,9367.0,"El mariachi: Directed by Robert Rodriguez. With Carlos Gallardo, Consuelo Gómez, Jaime de Hoyos, Peter Marquardt. A traveling mariachi is mistaken for a murderous criminal and must hide from a gang bent on killing him.",6.8,Carlos Gallardo|Consuelo Gómez|Jaime de Hoyos,Robert Rodriguez,Carlos Gallardo|Consuelo Gómez|Jaime de Hoyos,,52.0,145.0
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,105477,9876.0,"Stop! Or My Mom Will Shoot: Directed by Roger Spottiswoode. With Sylvester Stallone, Estelle Getty, JoBeth Williams, Roger Rees. A tough police sergeant's overbearing mother comes to visit him and begins to meddle in his life and career.",4.3,Sylvester Stallone|Estelle Getty|JoBeth Williams,Roger Spottiswoode,Sylvester Stallone|Estelle Getty|JoBeth Williams,,34.0,111.0
3269,Forever Young (1992),Drama|Romance|Sci-Fi,104291,10326.0,"Forever Young: Directed by Steve Miner. With Mel Gibson, Jamie Lee Curtis, Elijah Wood, Isabel Glasser. During a cryogenics test, a pilot frozen in 1939 awakes in 1992 but time is running out, as his body starts to age rapidly.",6.3,Mel Gibson|Jamie Lee Curtis|Elijah Wood,Steve Miner,Mel Gibson|Jamie Lee Curtis|Elijah Wood,,24.0,66.0
3270,"Cutting Edge, The (1992)",Comedy|Drama|Romance,104040,16562.0,"The Cutting Edge: Directed by Paul Michael Glaser. With D.B. Sweeney, Moira Kelly, Roy Dotrice, Terry O'Quinn. A temperamental figure skater and an arrogant former hockey player attempt to win the Olympic Gold Medal as a figure skating pairs team.",6.9,D.B. Sweeney|Moira Kelly|Roy Dotrice,Paul Michael Glaser,D.B. Sweeney|Moira Kelly|Roy Dotrice,,33.0,164.0
3271,Of Mice and Men (1992),Drama,105046,9609.0,"Of Mice and Men: Directed by Gary Sinise. With John Malkovich, Gary Sinise, Ray Walston, Casey Siemaszko. A nomadic farm worker looks after his dimwitted, gentle-giant friend during the Great Depression.",7.5,John Malkovich|Gary Sinise|Ray Walston,Gary Sinise,John Malkovich|Gary Sinise|Ray Walston,,30.0,225.0
3272,Bad Lieutenant (1992),Crime|Drama,103759,12143.0,"Bad Lieutenant: Directed by Abel Ferrara. With Harvey Keitel, Brian McElroy, Frank Acciarito, Peggy Gormley. While investigating a young nun's rape, a corrupt New York City police detective, with a serious drug and gambling addiction, tries to change his ways and find forgiveness and redemption.",7.0,Harvey Keitel|Brian McElroy|Frank Acciarito,Abel Ferrara,Harvey Keitel|Brian McElroy|Frank Acciarito,,81.0,214.0
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,134084,4234.0,"Scream 3: Directed by Wes Craven. With Liev Schreiber, Beth Toussaint, Roger Jackson, Kelly Rutherford. While Sidney and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, another Ghostface killer rises to terrorize them.",5.6,David Arquette|Neve Campbell|Courteney Cox,Wes Craven,David Arquette|Neve Campbell|Courteney Cox,,227.0,879.0
3274,Single White Female (1992),Drama|Thriller,105414,9605.0,"Single White Female: Directed by Barbet Schroeder. With Bridget Fonda, Jennifer Jason Leigh, Steven Weber, Peter Friedman. A woman advertising for a new roommate finds that something very strange is going on with the tenant who decides to move in.",6.4,Bridget Fonda|Jennifer Jason Leigh|Steven Weber,Barbet Schroeder,Bridget Fonda|Jennifer Jason Leigh|Steven Weber,,80.0,131.0
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,144117,8374.0,"The Boondock Saints: Directed by Troy Duffy. With Willem Dafoe, Sean Patrick Flanery, Norman Reedus, David Della Rocco. Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.",7.7,Willem Dafoe|Sean Patrick Flanery|Norman Reedus,Troy Duffy,Willem Dafoe|Sean Patrick Flanery|Norman Reedus,,116.0,987.0
3276,Gun Shy (2000),Comedy,171356,29076.0,"Gun Shy: Directed by Eric Blakeney. With Liam Neeson, Oliver Platt, José Zúñiga, Michael DeLorenzo. An undercover agent relies on the support of an unstable therapy group while working a sting operation.",5.6,Liam Neeson|Sandra Bullock|Oliver Platt,Eric Blakeney,Liam Neeson|Sandra Bullock|Oliver Platt,,39.0,95.0
3280,"Baby, The (1973)",Horror,69754,28156.0,"The Baby: Directed by Ted Post. With Anjanette Comer, Ruth Roman, Marianna Hill, Susanne Zenor. A social worker, still reeling from the loss of her architect husband, investigates the eccentric, psychedelic Wadsworth Family, consisting of a mother, two daughters, and an adult son with the apparent mental capacity of an infant.",6.1,Anjanette Comer|Ruth Roman|Marianna Hill,Ted Post,Anjanette Comer|Ruth Roman|Marianna Hill,,114.0,82.0
3281,"Brandon Teena Story, The (1998)",Documentary,144801,113096.0,"The Brandon Teena Story: Directed by Susan Muska, Gréta Olafsdóttir. With Daphne, Reanna, Gina, Shaun. Documentary about a multiple murder in rural Nebraska in 1993.",7.0,Daphne|Reanna|Gina,Susan Muska,Daphne|Reanna|Gina,,13.0,26.0
3283,Minnie and Moskowitz (1971),Action,67433,24349.0,"Minnie and Moskowitz: Directed by John Cassavetes. With Gena Rowlands, Seymour Cassel, Val Avery, Timothy Carey. A museum curator falls in love with a crazy parking attendant.",7.2,Gena Rowlands|Seymour Cassel|Val Avery,John Cassavetes,Gena Rowlands|Seymour Cassel|Val Avery,,34.0,35.0
3284,They Might Be Giants (1971),Comedy|Mystery|Romance,67848,27841.0,"They Might Be Giants: Directed by Anthony Harvey. With George C. Scott, Joanne Woodward, Jack Gilford, Lester Rawlins. In a Manhattan psychiatric hospital a man, convinced he is Sherlock Holmes, is treated by a female doctor who happens to be named Watson.",6.8,George C. Scott|Joanne Woodward|Jack Gilford,Anthony Harvey,George C. Scott|Joanne Woodward|Jack Gilford,,31.0,60.0
3285,"Beach, The (2000)",Adventure|Drama,163978,1907.0,"The Beach: Directed by Danny Boyle. With Leonardo DiCaprio, Tilda Swinton, Daniel York, Patcharawan Patarakijjanon. On vacation in Thailand, Richard sets out for an island rumored to be a solitary beach paradise.",6.6,Leonardo DiCaprio|Tilda Swinton|Daniel York,Danny Boyle,Leonardo DiCaprio|Tilda Swinton|Daniel York,,121.0,649.0
3286,Snow Day (2000),Comedy,184907,15489.0,"Snow Day: Directed by Chris Koch. With Chris Elliott, Mark Webber, Jean Smart, Schuyler Fisk. When a school in upstate New York is snowed in, a group of students hi-jack a plow to keep the school closed.",5.1,Chevy Chase|Mark Webber|Schuyler Fisk,Chris Koch,Chevy Chase|Mark Webber|Schuyler Fisk,,36.0,107.0
3287,"Tigger Movie, The (2000)",Animation|Children,220099,15655.0,"The Tigger Movie: Directed by Jun Falkenstein. With Jim Cummings, Nikita Hopkins, Ken Sansom, John Fiedler. Tigger goes looking through the hundred-acre-wood to find his family.",6.3,Jim Cummings|Nikita Hopkins|Ken Sansom,Jun Falkenstein,Jim Cummings|Nikita Hopkins|Ken Sansom,,84.0,59.0
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,209189,36210.0,"Yi ge dou bu neng shao: Directed by Yimou Zhang. With Minzhi Wei, Huike Zhang, Zhenda Tian, Enman Gao. In a remote mountain village, the teacher must leave for a month, and the mayor can find only a 13-year old girl, Wei Minzhi, to substitute. The teacher leaves one stick of chalk for each day and promises her an extra 10 yuan if there's not one less student when he returns. Within days, poverty forces the class troublemaker, Zhang Huike, to leave for the city to work. Minzhi, possessed of a stubborn streak, determines to bring him back. She enlists the 26 remaining pupils in earning money for her trip. She hitches to Jiangjiakou City and begins her search. The boy, meanwhile, is there, lost and begging for food. Minzhi's stubbornness may be Huike and the village school's salvation.",7.7,Minzhi Wei|Huike Zhang|Zhenda Tian,Yimou Zhang,Minzhi Wei|Huike Zhang|Zhenda Tian,,72.0,79.0
3294,Eaten Alive (1977),Horror,74455,30062.0,"Eaten Alive: Directed by Tobe Hooper. With Neville Brand, Mel Ferrer, Carolyn Jones, Marilyn Burns. A psychotic redneck, who owns a dilapidated hotel in rural East Texas, kills various people who upset him or his business, and he feeds their bodies to a large crocodile that he keeps as a pet in the swamp beside his hotel.",5.5,Neville Brand|Mel Ferrer|Carolyn Jones,Tobe Hooper,Neville Brand|Mel Ferrer|Carolyn Jones,,168.0,121.0
3295,Raining Stones (1993),Drama,107920,62463.0,"Raining Stones: Directed by Ken Loach. With Bruce Jones, Julie Brown, Gemma Phoenix, Ricky Tomlinson. This Ken Loach film tells the story of a man devoted to his family and his religion. Proud, though poor, Bob wants his little girl to have a beautiful (and costly) brand-new dress for her First Communion. His stubbornness and determination get him into trouble as he turns to more and more questionable measures, in his desperation to raise the needed money.",7.3,Bruce Jones|Julie Brown|Gemma Phoenix,Ken Loach,Bruce Jones|Julie Brown|Gemma Phoenix,,19.0,23.0
3296,To Sir with Love (1967),Drama,62376,25934.0,"To Sir, with Love: Directed by James Clavell. With Sidney Poitier, Christian Roberts, Judy Geeson, Suzy Kendall. Idealistic engineer-trainee and his experiences in teaching a group of rambunctious white high school students from the slums of London's East End.",7.6,Sidney Poitier|Judy Geeson|Christian Roberts,James Clavell,Sidney Poitier|Judy Geeson|Christian Roberts,,35.0,148.0
3298,Boiler Room (2000),Crime|Drama|Thriller,181984,14181.0,"Boiler Room: Directed by Ben Younger. With Giovanni Ribisi, Vin Diesel, Nia Long, Nicky Katt. A college dropout, attempting to live up to his father's high standards, gets a job as a broker for a suburban investment firm which puts him on the fast track to success. But the job might not be as legitimate as it first appeared to be.",7.0,Giovanni Ribisi|Vin Diesel|Nia Long,Ben Younger,Giovanni Ribisi|Vin Diesel|Nia Long,,66.0,264.0
3299,Hanging Up (2000),Comedy|Drama,162983,10385.0,"Hanging Up: Directed by Diane Keaton. With Meg Ryan, Diane Keaton, Lisa Kudrow, Walter Matthau. A trio of sisters bond over their ambivalence toward the approaching death of their curmudgeonly father, to whom none of them was particularly close.",4.8,Diane Keaton|Meg Ryan|Lisa Kudrow,Diane Keaton,Diane Keaton|Meg Ryan|Lisa Kudrow,,76.0,135.0
3300,Pitch Black (2000),Horror|Sci-Fi|Thriller,134847,2787.0,"The Chronicles of Riddick: Pitch Black: Directed by David Twohy. With Vin Diesel, Radha Mitchell, Cole Hauser, Keith David. A transport ship crashes and leaves its crew stranded on a desert planet inhabited by bloodthirsty creatures that come out during an eclipse.",7.1,Radha Mitchell|Cole Hauser|Vin Diesel,David Twohy,Radha Mitchell|Cole Hauser|Vin Diesel,934.0,152.0,875.0
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,190138,2069.0,"The Whole Nine Yards: Directed by Jonathan Lynn. With Bruce Willis, Matthew Perry, Rosanna Arquette, Michael Clarke Duncan. A struggling dentist's life is turned upside down when a famous gangster moves in next door, and his wife convinces him to inform a notorious mob boss about the gangster's whereabouts.",6.7,Bruce Willis|Matthew Perry|Rosanna Arquette,Jonathan Lynn,Bruce Willis|Matthew Perry|Rosanna Arquette,,58.0,347.0
3302,Beautiful People (1999),Comedy,159272,61416.0,"Beautiful People: Directed by Jasmin Dizdar. With Thomas Goodridge, Faruk Pruti, Tony Peters, Dado Jehan. In London, during October 1993, England is playing Holland in the preliminaries of the World Cup. The Bosnian War is at its height, and refugees from the ex-Yugoslavia are arriving. Football rivals, and political adversaries from the Balkans all precipitate conflict and amusing situations. Meanwhile, the lives of four English families are affected in different ways by encounter with the refugees; one of the families improbably becomes involved with a Balkan refugee through the England vs. Holland match.",6.7,Thomas Goodridge|Faruk Pruti|Tony Peters,Jasmin Dizdar,Thomas Goodridge|Faruk Pruti|Tony Peters,,41.0,29.0
3303,Black Tar Heroin: The Dark End of the Street (2000),Documentary,221023,79515.0,"Black Tar Heroin: The Dark End of the Street: Directed by Steven Okazaki. With Tracey Helton, Alice McMunn, Jessica Snow. This documentary follows the lives of a number of heroin addicts in the U.S.A. It shows their heroin life stories.",7.9,,Steven Okazaki,,,2.0,18.0
3306,"Circus, The (1928)",Comedy,18773,28978.0,"The Circus: Directed by Charles Chaplin. With Charles Chaplin, Al Ernest Garcia, Merna Kennedy, Harry Crocker. The Tramp finds work and the girl of his dreams at a circus.",8.1,Charles Chaplin|Merna Kennedy|Al Ernest Garcia,Charles Chaplin,Charles Chaplin|Merna Kennedy|Al Ernest Garcia,,82.0,348.0
3307,City Lights (1931),Comedy|Drama|Romance,21749,901.0,"City Lights: Directed by Charles Chaplin. With Virginia Cherrill, Florence Lee, Harry Myers, Al Ernest Garcia. With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",8.5,Charles Chaplin|Virginia Cherrill|Florence Lee,Charles Chaplin,Charles Chaplin|Virginia Cherrill|Florence Lee,,132.0,356.0
3308,"Flamingo Kid, The (1984)",Comedy|Drama,87265,25010.0,"The Flamingo Kid: Directed by Garry Marshall. With Matt Dillon, Hector Elizondo, Molly McCarthy, Martha Gehman. A recent high-school graduate unsure of his future gets a summer job at the Flamingo beach club, and meets the charismatic Phil Brody.",6.2,Matt Dillon|Hector Elizondo|Molly McCarthy,Garry Marshall,Matt Dillon|Hector Elizondo|Molly McCarthy,,11.0,26.0
3310,"Kid, The (1921)",Comedy|Drama,12349,10098.0,"The Kid: Directed by Charles Chaplin. With Charles Chaplin, Jackie Coogan, Carl Miller, Edna Purviance. The Tramp cares for an abandoned child, but events put their relationship in jeopardy.",8.3,Charles Chaplin|Edna Purviance|Jackie Coogan,Charles Chaplin,Charles Chaplin|Edna Purviance|Jackie Coogan,,118.0,239.0
3313,Class Reunion (1982),Comedy,84395,33374.0,"Class Reunion: Directed by Michael Miller. With Gerrit Graham, Michael Lerner, Fred McCarren, Miriam Flynn. It's been 10 years since Lizzie Borden High School's class of '72 graduated, and the preppies, the hippies and the in-crowd have returned to reminisce over good times past. Classmate Walter Baylor has returned too, but with a vengeance.",4.6,Gerrit Graham|Michael Lerner|Fred McCarren,Michael Miller,Gerrit Graham|Michael Lerner|Fred McCarren,,24.0,43.0
3315,Happy Go Lovely (1951),Musical,43618,127602.0,"Happy Go Lovely: Directed by H. Bruce Humberstone. With David Niven, Vera-Ellen, Cesar Romero, Bobby Howes. A chorus girl gets a ride from millionaire Bruno's driver. The cash-strapped theater director thinks, she's Bruno's girlfriend and makes her the lead. She meets Bruno, thinking he's a reporter. More confusion follows.",6.4,David Niven|Vera-Ellen|Cesar Romero,H. Bruce Humberstone,David Niven|Vera-Ellen|Cesar Romero,,2.0,30.0
3316,Reindeer Games (2000),Action|Thriller,184858,2155.0,"Reindeer Games: Directed by John Frankenheimer. With Ben Affleck, James Frain, Dana Stubblefield, Mark Acheson. After assuming his dead cell-mate's identity to get with the other man's girlfriend, an ex-convict finds himself a reluctant participant in a casino heist.",5.8,Ben Affleck|Gary Sinise|Charlize Theron,John Frankenheimer,Ben Affleck|Gary Sinise|Charlize Theron,,77.0,243.0
3317,Wonder Boys (2000),Comedy|Drama,185014,11004.0,"Wonder Boys: Directed by Curtis Hanson. With Michael Douglas, Tobey Maguire, Frances McDormand, Robert Downey Jr.. An English Professor tries to deal with his wife leaving him, the arrival of his editor who has been waiting for his book for seven years, and the various problems that his friends and associates involve him in.",7.2,Michael Douglas|Tobey Maguire|Frances McDormand,Curtis Hanson,Michael Douglas|Tobey Maguire|Frances McDormand,,145.0,369.0
3323,Chain of Fools (2000),Comedy|Crime,194368,20682.0,"Chain of Fools: Directed by Pontus Löwenhielm, Patrick von Krusenstjerna. With Steve Zahn, Salma Hayek, Jeff Goldblum, Elijah Wood. Salma Hayek plays an avid detective assigned to the heist of a batch of precious coins that end up in the hands of a suicidal barber.",6.0,Steve Zahn|Salma Hayek|Jeff Goldblum,Pontus Löwenhielm,Steve Zahn|Salma Hayek|Jeff Goldblum,,8.0,22.0
3324,Drowning Mona (2000),Comedy,186045,25166.0,"Drowning Mona: Directed by Nick Gomez. With Danny DeVito, Bette Midler, Neve Campbell, Jamie Lee Curtis. When a woman drives a car into the river to her death, everyone in town becomes a suspect.",5.7,Danny DeVito|Bette Midler|Neve Campbell,Nick Gomez,Danny DeVito|Bette Midler|Neve Campbell,,33.0,170.0
3325,"Next Best Thing, The (2000)",Comedy|Drama,156841,1831.0,"The Next Best Thing: Directed by John Schlesinger. With Madonna, Rupert Everett, Benjamin Bratt, Illeana Douglas. Abbie, tired of failed relationships, has a one-night-stand with her gay friend; they agree to raise the resulting baby together.",4.6,Madonna|Rupert Everett|Benjamin Bratt,John Schlesinger,Madonna|Rupert Everett|Benjamin Bratt,,79.0,166.0
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,181151,10416.0,"What Planet Are You From?: Directed by Mike Nichols. With Garry Shandling, Annette Bening, John Goodman, Greg Kinnear. A human-looking alien from a highly advanced but emotionless all-male society is sent to Earth to impregnate a woman and bring the child back to their planet. The alien ends up falling in love there. A suspicious F.A.A. Agent targets him.",5.6,Garry Shandling|Michael Leeson|Ed Solomon,Mike Nichols,Garry Shandling|Annette Bening|John Goodman,,38.0,97.0
3327,Beyond the Mat (1999),Documentary,218043,14271.0,"Beyond the Mat: Directed by Barry W. Blaustein. With Barry W. Blaustein, Vince McMahon, Jim Ross, Jim Bell. A heartfelt documentary focusing on the day-to-day lives of professional wrestlers, some on the rise, some on the wane, and others fighting for their lives.",7.6,Terry Funk|Mick Foley|Jake Roberts,Barry W. Blaustein,Terry Funk|Mick Foley|Jake Roberts,,67.0,86.0
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,165798,4816.0,"Ghost Dog: The Way of the Samurai: Directed by Jim Jarmusch. With Forest Whitaker, John Tormey, Cliff Gorman, Dennis Liu. An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.",7.5,Forest Whitaker|Henry Silva|John Tormey,Jim Jarmusch,Forest Whitaker|Henry Silva|John Tormey,,164.0,382.0
3329,The Year My Voice Broke (1987),Drama|Romance,94347,19958.0,"The Year My Voice Broke: Directed by John Duigan. With Noah Taylor, Loene Carmen, Ben Mendelsohn, Graeme Blundell. In rural 1960s Australia, a boy watches helplessly as his best friend falls in love with a small-time criminal, setting off a violent chain of events.",7.3,Noah Taylor|Loene Carmen|Ben Mendelsohn,John Duigan,Noah Taylor|Loene Carmen|Ben Mendelsohn,,14.0,20.0
3330,Splendor in the Grass (1961),Drama|Romance,55471,28569.0,"Splendor in the Grass: Directed by Elia Kazan. With Natalie Wood, Pat Hingle, Audrey Christie, Barbara Loden. The love of high school sweethearts Deanie and Bud is weighed down by the oppressive expectations of their parents and society in smalltown Kansas in 1928, threatening the future of their relationship.",7.7,Natalie Wood|Warren Beatty|Pat Hingle,Elia Kazan,Natalie Wood|Warren Beatty|Pat Hingle,,60.0,156.0
3331,My Tutor (1983),Drama,85980,2193.0,"My Tutor: Directed by George Bowers. With Caren Kaye, Matt Lattanzi, Kevin McCarthy, Clark Brandon. A rich father hires a tutor for his son. The son is a horny teenager and the tutor is a gorgeous blonde. Complications ensue.",5.2,Matt Lattanzi|Caren Kaye|Kevin McCarthy,George Bowers,Matt Lattanzi|Caren Kaye|Kevin McCarthy,,22.0,32.0
